material_type,quality_grade,quantity,unit,age_years,damage_percentage,original_price,current_market_price,location,transport_distance,demand_score,reuse_score,selling_price
Red Bricks,Grade A,2000.0,Pieces,0.9,9.5,22000.0,23100.0,Mysuru,7.3,0.95,75.0,14236.0
Marble Slabs,Grade B,800.0,sq.ft,0.2,20.5,168000.0,176400.0,Bangalore,21.0,1.12,55.00000000000001,90946.0
PVC Pipes,Grade A,200.0,Pieces,1.7,29.3,52000.0,54600.0,Mysuru,22.9,0.95,75.0,27657.0
Galvanized Iron (GI) Pipes,Grade B,1000.0,Pieces,1.0,17.9,550000.0,577500.0,Hyderabad,16.1,1.05,55.00000000000001,278352.0
Aluminum Windows,Grade E,1000.0,Pieces,6.1,63.2,2800000.0,2940000.0,Mysuru,17.5,0.95,0.0,0.0
Structural Wood / Timber,Grade B,250.0,sq.ft,5.1,22.6,32500.0,34125.0,Mumbai,14.0,1.18,55.00000000000001,18987.0
Cement Blocks,Grade D,500.0,Pieces,1.9,67.9,26000.0,27300.0,Mysuru,27.9,0.95,22.0,3183.0
Cement Blocks,Grade B,5000.0,Pieces,1.3,5.1,260000.0,273000.0,Pune,28.4,1.06,55.00000000000001,147032.0
Construction Sand,Grade D,15.0,Tonnes,7.7,56.1,27000.0,28350.0,Delhi,6.8,1.1,22.0,4521.0
Corrugated Roofing Sheets,Grade B,250.0,sq.ft,3.9,4.4,16250.0,17062.5,Bangalore,24.1,1.12,55.00000000000001,9583.0
TMT Steel Rods,Grade B,1500.0,kg,2.4,4.2,87000.0,91350.0,Pune,19.1,1.06,55.00000000000001,49875.0
Sanitaryware Ceramics,Grade B,100.0,Pieces,1.6,28.0,85000.0,89250.0,Pune,39.5,1.06,55.00000000000001,42026.0
Cement Blocks,Grade D,500.0,Pieces,4.3,71.1,26000.0,27300.0,Delhi,35.2,1.1,22.0,3609.0
Marble Slabs,Grade A,250.0,sq.ft,6.2,26.5,52500.0,55125.0,Bangalore,26.6,1.12,75.0,36385.0
Structural Wood / Timber,Grade A,250.0,sq.ft,1.2,26.3,32500.0,34125.0,Mumbai,40.1,1.18,75.0,23535.0
PVC Pipes,Grade A,1000.0,Pieces,0.6,8.8,260000.0,273000.0,Chennai,38.6,1.02,75.0,184705.0
Sanitaryware Ceramics,Grade C,500.0,Pieces,0.3,84.0,425000.0,446250.0,Mumbai,28.3,1.18,38.0,96334.0
Natural Stone Slabs,Grade B,15.0,Tonnes,8.2,35.2,16500.0,17325.0,Hyderabad,15.0,1.05,55.00000000000001,7891.0
Electrical Wiring & Panels,Grade A,500.0,Pieces,14.6,28.6,110000.0,115500.0,Chennai,34.6,1.02,75.0,67422.0
PVC Pipes,Grade B,1000.0,Pieces,4.4,19.8,260000.0,273000.0,Chennai,24.0,1.02,55.00000000000001,128046.0
Mixed Demolition Waste,Grade B,40.0,Tonnes,2.5,2.5,18000.0,18900.0,Mysuru,7.4,0.95,55.00000000000001,9365.0
PVC Pipes,Grade B,500.0,Pieces,0.4,12.0,130000.0,136500.0,Bangalore,30.8,1.12,55.00000000000001,74583.0
Red Bricks,Grade D,100.0,Pieces,1.8,62.6,1100.0,1155.0,Hyderabad,18.7,1.05,22.0,162.0
Sanitaryware Ceramics,Grade B,5000.0,Pieces,3.4,5.0,4250000.0,4462500.0,Delhi,31.8,1.1,55.00000000000001,2446092.0
Cement Blocks,Grade B,200.0,Pieces,1.5,23.1,10400.0,10920.0,Mysuru,49.1,0.95,55.00000000000001,4717.0
Marble Slabs,Grade B,500.0,sq.ft,1.8,26.8,105000.0,110250.0,Mysuru,40.4,0.95,55.00000000000001,46859.0
Natural Stone Slabs,Grade B,5.0,Tonnes,3.6,18.0,5500.0,5775.0,Hyderabad,27.7,1.05,55.00000000000001,2855.0
Electrical Wiring & Panels,Grade B,1000.0,Pieces,9.2,32.8,220000.0,231000.0,Pune,43.2,1.06,55.00000000000001,102140.0
Red Bricks,Grade B,500.0,Pieces,5.1,6.2,5500.0,5775.0,Chennai,14.2,1.02,55.00000000000001,3045.0
Concrete Rubble,Grade B,10.0,Tonnes,0.4,27.8,12000.0,12600.0,Pune,30.3,1.06,55.00000000000001,6231.0
Structural Wood / Timber,Grade A,1200.0,sq.ft,3.6,16.0,156000.0,163800.0,Mumbai,14.0,1.18,75.0,128709.0
Corrugated Roofing Sheets,Grade C,800.0,sq.ft,0.9,74.5,52000.0,54600.0,Bangalore,30.1,1.12,38.0,12991.0
Ceramic Floor Tiles,Grade E,100.0,sq.ft,0.2,71.1,4200.0,4410.0,Bangalore,11.7,1.12,0.0,0.0
Marble Slabs,Grade B,250.0,sq.ft,0.3,21.7,52500.0,55125.0,Hyderabad,50.0,1.05,55.00000000000001,27065.0
Galvanized Iron (GI) Pipes,Grade C,5000.0,Pieces,5.4,64.5,2750000.0,2887500.0,Delhi,40.4,1.1,38.0,684283.0
Marble Slabs,Grade C,250.0,sq.ft,0.9,66.0,52500.0,55125.0,Bangalore,28.0,1.12,38.0,13037.0
Concrete Rubble,Grade B,10.0,Tonnes,3.6,6.7,12000.0,12600.0,Chennai,37.5,1.02,55.00000000000001,6612.0
Mixed Demolition Waste,Grade B,60.0,Tonnes,4.6,17.7,27000.0,28350.0,Bangalore,11.1,1.12,55.00000000000001,15759.0
Aluminum Windows,Grade B,1000.0,Pieces,9.6,19.1,2800000.0,2940000.0,Mumbai,22.7,1.18,55.00000000000001,1548685.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,1.3,62.3,0.0,0.0,Pune,31.3,1.06,0.0,0.0
Granite Slabs,Grade B,1200.0,sq.ft,7.3,12.6,228000.0,239400.0,Hyderabad,14.8,1.05,55.00000000000001,114472.0
Structural Wood / Timber,Grade D,100.0,sq.ft,2.1,46.5,13000.0,13650.0,Mumbai,44.9,1.18,22.0,2406.0
TMT Steel Rods,Grade B,3000.0,kg,1.4,12.8,174000.0,182700.0,Chennai,48.5,1.02,55.00000000000001,95338.0
Window Glass,Grade D,100.0,sq.ft,4.2,49.8,7500.0,7875.0,Pune,48.9,1.06,22.0,1284.0
Concrete Rubble,Grade D,60.0,Tonnes,9.8,71.2,72000.0,75600.0,Bangalore,46.5,1.12,22.0,10006.0
PVC Pipes,Grade B,1000.0,Pieces,1.0,12.2,260000.0,273000.0,Chennai,28.0,1.02,55.00000000000001,142538.0
TMT Steel Rods,Grade B,1000.0,kg,0.8,29.3,58000.0,60900.0,Hyderabad,11.7,1.05,55.00000000000001,29058.0
Corrugated Roofing Sheets,Grade C,500.0,sq.ft,6.9,64.9,32500.0,34125.0,Mumbai,17.3,1.18,38.0,9309.0
TMT Steel Rods,Grade B,200.0,kg,0.4,14.6,11600.0,12180.0,Pune,23.8,1.06,55.00000000000001,5978.0
PVC Pipes,Grade B,50.0,Pieces,2.2,23.1,13000.0,13650.0,Delhi,15.9,1.1,55.00000000000001,6901.0
Granite Slabs,Grade B,500.0,sq.ft,3.1,5.8,95000.0,99750.0,Pune,33.5,1.06,55.00000000000001,58488.0
Construction Sand,Grade B,25.0,Tonnes,1.1,3.7,45000.0,47250.0,Chennai,5.9,1.02,55.00000000000001,24868.0
Red Bricks,Grade C,5000.0,Pieces,4.0,71.9,55000.0,57750.0,Chennai,14.0,1.02,38.0,12051.0
Galvanized Iron (GI) Pipes,Grade A,1000.0,Pieces,3.1,9.6,550000.0,577500.0,Delhi,26.1,1.1,75.0,430844.0
Structural Wood / Timber,Grade B,1200.0,sq.ft,0.4,16.3,156000.0,163800.0,Hyderabad,17.6,1.05,55.00000000000001,76593.0
Marble Slabs,Grade B,500.0,sq.ft,5.6,14.5,105000.0,110250.0,Bangalore,6.5,1.12,55.00000000000001,64581.0
Granite Slabs,Grade B,1200.0,sq.ft,2.0,10.3,228000.0,239400.0,Bangalore,15.9,1.12,55.00000000000001,129581.0
PVC Pipes,Grade B,500.0,Pieces,3.6,41.1,130000.0,136500.0,Mysuru,11.6,0.95,55.00000000000001,48302.0
Construction Sand,Grade D,25.0,Tonnes,1.8,73.8,45000.0,47250.0,Pune,37.3,1.06,22.0,5679.0
Mixed Demolition Waste,Grade C,15.0,Tonnes,0.8,78.3,6750.0,7087.5,Mumbai,34.0,1.18,38.0,1574.0
Construction Sand,Grade A,60.0,Tonnes,2.3,15.2,108000.0,113400.0,Hyderabad,40.3,1.05,75.0,72646.0
Red Bricks,Grade C,200.0,Pieces,3.6,69.8,2200.0,2310.0,Pune,32.3,1.06,38.0,508.0
Red Bricks,Grade B,500.0,Pieces,1.6,24.7,5500.0,5775.0,Delhi,39.8,1.1,55.00000000000001,2945.0
Window Glass,Grade B,250.0,sq.ft,2.3,11.2,18750.0,19687.5,Hyderabad,40.4,1.05,55.00000000000001,10819.0
Corrugated Roofing Sheets,Grade C,500.0,sq.ft,3.8,69.7,32500.0,34125.0,Mysuru,14.6,0.95,38.0,6573.0
Marble Slabs,Grade C,500.0,sq.ft,8.0,51.4,105000.0,110250.0,Bangalore,24.5,1.12,38.0,30293.0
Structural Wood / Timber,Grade C,800.0,sq.ft,7.9,80.3,104000.0,109200.0,Bangalore,31.3,1.12,38.0,22929.0
Asbestos / Hazardous Sheeting,Grade E,500.0,sq.ft,0.5,75.1,0.0,0.0,Bangalore,34.6,1.12,0.0,0.0
Aluminum Windows,Grade B,2000.0,Pieces,1.5,17.2,5600000.0,5880000.0,Delhi,43.1,1.1,55.00000000000001,3145189.0
Sanitaryware Ceramics,Grade A,500.0,Pieces,7.4,7.2,425000.0,446250.0,Pune,8.6,1.06,75.0,346976.0
Red Bricks,Grade A,100.0,Pieces,5.0,21.1,1100.0,1155.0,Chennai,23.6,1.02,75.0,733.0
Sanitaryware Ceramics,Grade C,100.0,Pieces,1.5,54.7,85000.0,89250.0,Mysuru,30.5,0.95,38.0,21391.0
TMT Steel Rods,Grade D,200.0,kg,6.4,85.0,11600.0,12180.0,Mysuru,24.6,0.95,22.0,1150.0
TMT Steel Rods,Grade C,1500.0,kg,6.8,42.1,87000.0,91350.0,Chennai,10.6,1.02,38.0,24763.0
Red Bricks,Grade B,100.0,Pieces,2.1,15.0,1100.0,1155.0,Pune,40.8,1.06,55.00000000000001,565.0
Aluminum Windows,Grade D,5000.0,Pieces,5.4,68.9,14000000.0,14700000.0,Mumbai,29.4,1.18,22.0,1979558.0
Sanitaryware Ceramics,Grade B,50.0,Pieces,0.4,9.3,42500.0,44625.0,Delhi,48.6,1.1,55.00000000000001,22822.0
Granite Slabs,Grade E,100.0,sq.ft,5.3,72.1,19000.0,19950.0,Pune,18.0,1.06,0.0,0.0
TMT Steel Rods,Grade C,1000.0,kg,1.6,78.3,58000.0,60900.0,Mysuru,32.0,0.95,38.0,11590.0
Ceramic Floor Tiles,Grade B,100.0,sq.ft,5.7,11.1,4200.0,4410.0,Mumbai,35.2,1.18,55.00000000000001,2570.0
Concrete Rubble,Grade C,60.0,Tonnes,2.3,44.0,72000.0,75600.0,Mumbai,48.8,1.18,38.0,24630.0
Natural Stone Slabs,Grade B,10.0,Tonnes,0.2,6.0,11000.0,11550.0,Bangalore,25.7,1.12,55.00000000000001,6438.0
Corrugated Roofing Sheets,Grade A,500.0,sq.ft,0.3,30.5,32500.0,34125.0,Chennai,28.6,1.02,75.0,18777.0
Sanitaryware Ceramics,Grade B,500.0,Pieces,5.1,24.2,425000.0,446250.0,Chennai,27.4,1.02,55.00000000000001,196930.0
Aluminum Windows,Grade A,100.0,Pieces,5.9,22.4,280000.0,294000.0,Bangalore,6.2,1.12,75.0,208370.0
Granite Slabs,Grade A,500.0,sq.ft,3.9,31.5,95000.0,99750.0,Hyderabad,40.5,1.05,75.0,58927.0
Galvanized Iron (GI) Pipes,Grade B,50.0,Pieces,6.6,16.6,27500.0,28875.0,Bangalore,19.7,1.12,55.00000000000001,15190.0
Galvanized Iron (GI) Pipes,Grade C,5000.0,Pieces,2.2,41.3,2750000.0,2887500.0,Bangalore,35.6,1.12,38.0,873782.0
Sanitaryware Ceramics,Grade D,50.0,Pieces,0.4,69.0,42500.0,44625.0,Chennai,5.1,1.02,22.0,5456.0
Sanitaryware Ceramics,Grade B,1000.0,Pieces,5.3,16.0,850000.0,892500.0,Hyderabad,43.9,1.05,55.00000000000001,429102.0
Natural Stone Slabs,Grade B,5.0,Tonnes,0.6,12.4,5500.0,5775.0,Chennai,18.9,1.02,55.00000000000001,2780.0
Sanitaryware Ceramics,Grade A,5000.0,Pieces,0.8,12.7,4250000.0,4462500.0,Mumbai,24.5,1.18,75.0,3495509.0
Concrete Rubble,Grade B,5.0,Tonnes,1.3,21.4,6000.0,6300.0,Mumbai,5.4,1.18,55.00000000000001,3371.0
Asbestos / Hazardous Sheeting,Grade E,800.0,sq.ft,2.1,71.2,0.0,0.0,Hyderabad,33.2,1.05,0.0,0.0
Ceramic Floor Tiles,Grade A,250.0,sq.ft,2.6,11.2,10500.0,11025.0,Chennai,47.7,1.02,75.0,7226.0
Red Bricks,Grade D,5000.0,Pieces,7.9,67.5,55000.0,57750.0,Pune,29.1,1.06,22.0,7452.0
Structural Wood / Timber,Grade B,800.0,sq.ft,2.3,22.6,104000.0,109200.0,Delhi,48.3,1.1,55.00000000000001,52071.0
Granite Slabs,Grade C,1200.0,sq.ft,0.4,81.4,228000.0,239400.0,Chennai,35.7,1.02,38.0,46053.0
Galvanized Iron (GI) Pipes,Grade C,100.0,Pieces,2.7,60.4,55000.0,57750.0,Mumbai,35.9,1.18,38.0,15701.0
Electrical Wiring & Panels,Grade C,500.0,Pieces,12.5,65.5,110000.0,115500.0,Mysuru,22.2,0.95,38.0,23997.0
Flush Doors,Grade B,100.0,Pieces,2.7,12.1,420000.0,441000.0,Hyderabad,16.0,1.05,55.00000000000001,213020.0
Galvanized Iron (GI) Pipes,Grade B,5000.0,Pieces,7.4,13.1,2750000.0,2887500.0,Pune,24.7,1.06,55.00000000000001,1511039.0
PVC Pipes,Grade B,1000.0,Pieces,0.2,32.9,260000.0,273000.0,Bangalore,40.9,1.12,55.00000000000001,124181.0
Flush Doors,Grade A,500.0,Pieces,0.8,16.2,2100000.0,2205000.0,Mumbai,11.0,1.18,75.0,1665864.0
Mixed Demolition Waste,Grade B,10.0,Tonnes,4.1,17.8,4500.0,4725.0,Mysuru,39.3,0.95,55.00000000000001,2194.0
Natural Stone Slabs,Grade B,15.0,Tonnes,0.9,5.2,16500.0,17325.0,Bangalore,43.3,1.12,55.00000000000001,10051.0
Red Bricks,Grade A,50.0,Pieces,2.6,14.5,550.0,577.5,Delhi,14.4,1.1,75.0,419.0
Aluminum Windows,Grade A,1000.0,Pieces,0.9,24.1,2800000.0,2940000.0,Bangalore,34.5,1.12,75.0,2016916.0
Flush Doors,Grade B,2000.0,Pieces,4.1,5.7,8400000.0,8820000.0,Mysuru,7.2,0.95,55.00000000000001,3928819.0
Galvanized Iron (GI) Pipes,Grade C,100.0,Pieces,1.1,82.5,55000.0,57750.0,Hyderabad,31.9,1.05,38.0,11922.0
Structural Wood / Timber,Grade A,250.0,sq.ft,0.9,9.3,32500.0,34125.0,Mumbai,27.2,1.18,75.0,26247.0
Concrete Rubble,Grade B,15.0,Tonnes,1.3,37.1,18000.0,18900.0,Mumbai,37.2,1.18,55.00000000000001,9499.0
Structural Wood / Timber,Grade C,100.0,sq.ft,0.8,81.3,13000.0,13650.0,Bangalore,34.0,1.12,38.0,2714.0
Ceramic Floor Tiles,Grade B,1200.0,sq.ft,8.8,15.6,50400.0,52920.0,Mumbai,19.5,1.18,55.00000000000001,28106.0
Structural Wood / Timber,Grade C,800.0,sq.ft,3.2,38.1,104000.0,109200.0,Mumbai,7.5,1.18,38.0,37361.0
TMT Steel Rods,Grade A,3000.0,kg,3.8,11.8,174000.0,182700.0,Bangalore,48.6,1.12,75.0,136124.0
Marble Slabs,Grade E,1200.0,sq.ft,2.7,49.4,252000.0,264600.0,Pune,10.8,1.06,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,3.6,35.8,0.0,0.0,Pune,17.6,1.06,0.0,0.0
TMT Steel Rods,Grade C,200.0,kg,9.2,66.1,11600.0,12180.0,Chennai,13.8,1.02,38.0,2606.0
Sanitaryware Ceramics,Grade C,1000.0,Pieces,5.8,46.6,850000.0,892500.0,Chennai,29.5,1.02,38.0,245692.0
Ceramic Floor Tiles,Grade E,800.0,sq.ft,1.6,70.8,33600.0,35280.0,Hyderabad,39.0,1.05,0.0,0.0
Corrugated Roofing Sheets,Grade A,100.0,sq.ft,0.8,22.5,6500.0,6825.0,Hyderabad,8.0,1.05,75.0,4645.0
Sanitaryware Ceramics,Grade A,500.0,Pieces,5.0,10.9,425000.0,446250.0,Bangalore,23.5,1.12,75.0,300167.0
Structural Wood / Timber,Grade A,800.0,sq.ft,0.2,8.6,104000.0,109200.0,Pune,29.1,1.06,75.0,77890.0
Flush Doors,Grade B,1000.0,Pieces,3.3,20.4,4200000.0,4410000.0,Mysuru,23.7,0.95,55.00000000000001,1879654.0
TMT Steel Rods,Grade D,1500.0,kg,1.3,62.1,87000.0,91350.0,Pune,43.6,1.06,22.0,12691.0
TMT Steel Rods,Grade A,1000.0,kg,1.0,17.0,58000.0,60900.0,Mysuru,7.6,0.95,75.0,36041.0
Aluminum Windows,Grade D,200.0,Pieces,1.8,53.0,560000.0,588000.0,Bangalore,38.5,1.12,22.0,94801.0
Concrete Rubble,Grade B,15.0,Tonnes,1.6,21.2,18000.0,18900.0,Chennai,16.1,1.02,55.00000000000001,9235.0
Natural Stone Slabs,Grade D,40.0,Tonnes,2.0,58.9,44000.0,46200.0,Delhi,23.0,1.1,22.0,7343.0
PVC Pipes,Grade D,50.0,Pieces,0.3,54.3,13000.0,13650.0,Pune,12.9,1.06,22.0,2138.0
PVC Pipes,Grade D,200.0,Pieces,2.4,54.0,52000.0,54600.0,Pune,19.2,1.06,22.0,8251.0
Aluminum Windows,Grade D,5000.0,Pieces,6.3,64.6,14000000.0,14700000.0,Mumbai,44.4,1.18,22.0,2245607.0
Flush Doors,Grade A,100.0,Pieces,3.8,21.1,420000.0,441000.0,Pune,42.9,1.06,75.0,302194.0
Construction Sand,Grade B,25.0,Tonnes,3.9,5.3,45000.0,47250.0,Chennai,40.9,1.02,55.00000000000001,24579.0
Electrical Wiring & Panels,Grade D,5000.0,Pieces,10.6,74.1,1100000.0,1155000.0,Mumbai,37.1,1.18,22.0,156337.0
Electrical Wiring & Panels,Grade B,100.0,Pieces,1.8,25.3,22000.0,23100.0,Chennai,25.2,1.02,55.00000000000001,9821.0
Concrete Rubble,Grade C,60.0,Tonnes,1.1,75.1,72000.0,75600.0,Pune,15.1,1.06,38.0,16344.0
Granite Slabs,Grade B,500.0,sq.ft,10.3,12.7,95000.0,99750.0,Delhi,17.3,1.1,55.00000000000001,53535.0
Electrical Wiring & Panels,Grade A,100.0,Pieces,1.6,18.0,22000.0,23100.0,Pune,9.7,1.06,75.0,16550.0
PVC Pipes,Grade C,500.0,Pieces,4.9,65.0,130000.0,136500.0,Pune,31.5,1.06,38.0,31772.0
Ceramic Floor Tiles,Grade B,250.0,sq.ft,4.9,8.6,10500.0,11025.0,Hyderabad,43.7,1.05,55.00000000000001,5453.0
Cement Blocks,Grade B,500.0,Pieces,0.8,8.1,26000.0,27300.0,Bangalore,48.0,1.12,55.00000000000001,16112.0
Mixed Demolition Waste,Grade A,10.0,Tonnes,3.3,5.7,4500.0,4725.0,Chennai,18.0,1.02,75.0,3449.0
Cement Blocks,Grade D,100.0,Pieces,2.7,70.6,5200.0,5460.0,Chennai,40.4,1.02,22.0,645.0
Galvanized Iron (GI) Pipes,Grade B,200.0,Pieces,4.8,16.2,110000.0,115500.0,Chennai,42.4,1.02,55.00000000000001,54134.0
Construction Sand,Grade A,25.0,Tonnes,0.8,20.0,45000.0,47250.0,Pune,5.5,1.06,75.0,28719.0
Natural Stone Slabs,Grade A,25.0,Tonnes,0.4,8.6,27500.0,28875.0,Hyderabad,36.2,1.05,75.0,19521.0
Flush Doors,Grade B,50.0,Pieces,3.0,15.4,210000.0,220500.0,Hyderabad,33.5,1.05,55.00000000000001,101414.0
PVC Pipes,Grade A,500.0,Pieces,7.7,21.9,130000.0,136500.0,Chennai,33.0,1.02,75.0,88152.0
Red Bricks,Grade A,1000.0,Pieces,5.6,30.0,11000.0,11550.0,Pune,41.9,1.06,75.0,7164.0
Marble Slabs,Grade E,500.0,sq.ft,3.9,66.5,105000.0,110250.0,Delhi,8.0,1.1,0.0,0.0
Sanitaryware Ceramics,Grade A,1000.0,Pieces,7.6,9.7,850000.0,892500.0,Pune,33.6,1.06,75.0,596478.0
Red Bricks,Grade A,200.0,Pieces,2.7,21.4,2200.0,2310.0,Mumbai,5.9,1.18,75.0,1551.0
Structural Wood / Timber,Grade B,100.0,sq.ft,3.5,14.9,13000.0,13650.0,Mumbai,48.7,1.18,55.00000000000001,7697.0
Window Glass,Grade B,100.0,sq.ft,2.7,20.6,7500.0,7875.0,Chennai,29.6,1.02,55.00000000000001,3860.0
Construction Sand,Grade B,15.0,Tonnes,3.6,12.0,27000.0,28350.0,Delhi,18.5,1.1,55.00000000000001,15604.0
Cement Blocks,Grade C,100.0,Pieces,1.1,45.7,5200.0,5460.0,Mysuru,7.1,0.95,38.0,1378.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,1.0,47.8,0.0,0.0,Chennai,5.5,1.02,0.0,0.0
Galvanized Iron (GI) Pipes,Grade B,500.0,Pieces,1.9,21.0,275000.0,288750.0,Mysuru,18.3,0.95,55.00000000000001,126220.0
Granite Slabs,Grade A,500.0,sq.ft,2.1,17.0,95000.0,99750.0,Pune,47.5,1.06,75.0,69162.0
Construction Sand,Grade A,5.0,Tonnes,9.0,39.2,9000.0,9450.0,Mumbai,36.8,1.18,75.0,6197.0
Mixed Demolition Waste,Grade B,25.0,Tonnes,4.6,32.2,11250.0,11812.5,Mumbai,30.5,1.18,55.00000000000001,5670.0
Marble Slabs,Grade B,100.0,sq.ft,1.6,9.3,21000.0,22050.0,Delhi,13.0,1.1,55.00000000000001,11929.0
Structural Wood / Timber,Grade B,500.0,sq.ft,10.2,38.8,65000.0,68250.0,Bangalore,46.5,1.12,55.00000000000001,31374.0
Flush Doors,Grade B,100.0,Pieces,0.8,41.4,420000.0,441000.0,Pune,31.0,1.06,55.00000000000001,186821.0
Flush Doors,Grade C,100.0,Pieces,0.6,62.8,420000.0,441000.0,Mysuru,14.0,0.95,38.0,100252.0
Sanitaryware Ceramics,Grade A,500.0,Pieces,1.2,12.0,425000.0,446250.0,Mysuru,19.0,0.95,75.0,282152.0
Corrugated Roofing Sheets,Grade B,100.0,sq.ft,3.2,23.3,6500.0,6825.0,Chennai,48.7,1.02,55.00000000000001,3287.0
TMT Steel Rods,Grade C,1500.0,kg,0.8,88.0,87000.0,91350.0,Mysuru,9.5,0.95,38.0,14912.0
Natural Stone Slabs,Grade A,15.0,Tonnes,0.5,13.9,16500.0,17325.0,Bangalore,36.7,1.12,75.0,13350.0
PVC Pipes,Grade A,1000.0,Pieces,3.7,32.0,260000.0,273000.0,Delhi,25.9,1.1,75.0,169261.0
Red Bricks,Grade B,1000.0,Pieces,1.9,24.1,11000.0,11550.0,Pune,15.1,1.06,55.00000000000001,5311.0
Cement Blocks,Grade D,50.0,Pieces,4.5,28.2,2600.0,2730.0,Bangalore,23.0,1.12,22.0,549.0
PVC Pipes,Grade B,50.0,Pieces,1.0,45.3,13000.0,13650.0,Delhi,22.7,1.1,55.00000000000001,5799.0
Corrugated Roofing Sheets,Grade C,1200.0,sq.ft,6.0,35.8,78000.0,81900.0,Chennai,49.5,1.02,38.0,23191.0
Ceramic Floor Tiles,Grade B,500.0,sq.ft,3.0,42.4,21000.0,22050.0,Bangalore,35.4,1.12,55.00000000000001,9821.0
Asbestos / Hazardous Sheeting,Grade E,500.0,sq.ft,4.1,48.5,0.0,0.0,Hyderabad,22.9,1.05,0.0,0.0
Natural Stone Slabs,Grade B,10.0,Tonnes,1.3,15.0,11000.0,11550.0,Hyderabad,44.8,1.05,55.00000000000001,5675.0
Window Glass,Grade B,800.0,sq.ft,2.9,4.6,60000.0,63000.0,Pune,41.0,1.06,55.00000000000001,33063.0
Structural Wood / Timber,Grade D,500.0,sq.ft,3.9,72.5,65000.0,68250.0,Delhi,42.7,1.1,22.0,9544.0
Electrical Wiring & Panels,Grade A,100.0,Pieces,7.1,15.1,22000.0,23100.0,Chennai,29.6,1.02,75.0,15107.0
TMT Steel Rods,Grade A,500.0,kg,2.2,3.5,29000.0,30450.0,Mysuru,47.9,0.95,75.0,20691.0
Corrugated Roofing Sheets,Grade B,1200.0,sq.ft,2.4,9.4,78000.0,81900.0,Pune,23.6,1.06,55.00000000000001,39278.0
Mixed Demolition Waste,Grade A,40.0,Tonnes,1.9,7.9,18000.0,18900.0,Pune,41.4,1.06,75.0,14602.0
Mixed Demolition Waste,Grade B,15.0,Tonnes,7.2,16.7,6750.0,7087.5,Mumbai,9.9,1.18,55.00000000000001,4039.0
Window Glass,Grade B,1200.0,sq.ft,3.3,4.3,90000.0,94500.0,Hyderabad,48.3,1.05,55.00000000000001,50170.0
Structural Wood / Timber,Grade D,100.0,sq.ft,1.1,54.9,13000.0,13650.0,Delhi,47.7,1.1,22.0,2183.0
Concrete Rubble,Grade C,60.0,Tonnes,4.9,57.6,72000.0,75600.0,Delhi,43.5,1.1,38.0,20052.0
Cement Blocks,Grade A,5000.0,Pieces,1.4,33.8,260000.0,273000.0,Pune,32.1,1.06,75.0,167363.0
Natural Stone Slabs,Grade A,15.0,Tonnes,1.2,3.1,16500.0,17325.0,Pune,36.5,1.06,75.0,13409.0
Granite Slabs,Grade A,250.0,sq.ft,2.3,19.5,47500.0,49875.0,Chennai,41.7,1.02,75.0,29095.0
Flush Doors,Grade B,5000.0,Pieces,0.4,19.9,21000000.0,22050000.0,Hyderabad,22.1,1.05,55.00000000000001,11095185.0
Galvanized Iron (GI) Pipes,Grade A,50.0,Pieces,1.5,14.1,27500.0,28875.0,Delhi,44.8,1.1,75.0,21517.0
Red Bricks,Grade E,5000.0,Pieces,1.8,22.1,55000.0,57750.0,Mysuru,27.6,0.95,0.0,0.0
Galvanized Iron (GI) Pipes,Grade B,5000.0,Pieces,4.2,12.0,2750000.0,2887500.0,Delhi,20.1,1.1,55.00000000000001,1518384.0
Mixed Demolition Waste,Grade D,25.0,Tonnes,10.7,85.9,11250.0,11812.5,Mumbai,49.9,1.18,22.0,1484.0
Red Bricks,Grade B,50.0,Pieces,0.2,27.1,550.0,577.5,Delhi,8.4,1.1,55.00000000000001,267.0
TMT Steel Rods,Grade A,3000.0,kg,6.2,14.3,174000.0,182700.0,Mysuru,42.0,0.95,75.0,121623.0
Flush Doors,Grade B,500.0,Pieces,3.9,15.1,2100000.0,2205000.0,Mumbai,17.4,1.18,55.00000000000001,1235761.0
Mixed Demolition Waste,Grade B,25.0,Tonnes,12.8,22.3,11250.0,11812.5,Chennai,39.0,1.02,55.00000000000001,5246.0
Red Bricks,Grade B,5000.0,Pieces,6.3,11.6,55000.0,57750.0,Bangalore,10.0,1.12,55.00000000000001,29546.0
Window Glass,Grade B,250.0,sq.ft,1.1,24.7,18750.0,19687.5,Mumbai,13.8,1.18,55.00000000000001,10071.0
Asbestos / Hazardous Sheeting,Grade E,800.0,sq.ft,6.1,31.7,0.0,0.0,Hyderabad,37.0,1.05,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,500.0,sq.ft,3.4,39.8,0.0,0.0,Delhi,13.2,1.1,0.0,0.0
Cement Blocks,Grade B,1000.0,Pieces,0.4,6.8,52000.0,54600.0,Pune,49.8,1.06,55.00000000000001,29475.0
TMT Steel Rods,Grade C,500.0,kg,10.3,62.8,29000.0,30450.0,Chennai,15.0,1.02,38.0,6891.0
